DTXSID,true_chemname
DTXSID3024944,"1,2-Dibromo-2,4-dicyanobutane"
DTXSID6034392,Boscalid
DTXSID4035259,Bromine chloride
DTXSID7023936,Butylate
DTXSID1024835,3-Phenylprop-2-enal
DTXSID9058313,Didecyldimethylammonium bicarbonate (1to1)
DTXSID6040329,Didecyl dimethyl ammonium carbonate
DTXSID6020480,Dimethoxane
DTXSID0027856,Dipropylene glycol
DTXSID9032610,Etofenprox
DTXSID8034586,Etoxazole
DTXSID9020617,Eugenol
DTXSID7032555,Flumioxazin
DTXSID8026727,Geraniol
DTXSID0074552,Glyphosate dimethylamine salt
DTXSID0034645,"Glycine, N-(phosphonomethyl)- potassium salt"
DTXSID4036304,Nitrogen
DTXSID60897312,Black pepper oil
DTXSID7047695,Jojoba oil from Simmondsia chinensis
DTXSID3029289,"7a-Ethyldihydro-1H,3H,5H-oxazolo(3,4-c)oxazole"
DTXSID5027697,Naphtha
DTXSID3021805,Piperine
DTXSID30873865,Polyoxin D
DTXSID20891972,"Siloxanes and Silicones, di-Me, hydroxy-terminated"
DTXSID1028102,"Resin acids and Rosin acids, potassium salts"
DTXSID8024284,1-Methoxy-2-propanol
DTXSID00897376,Pseudomonas syringae
DTXSID8034871,Pyraflufen-ethyl
DTXSID2034881,Quinoxyfen
DTXSID4036229,Sodium decyl sulfate
DTXSID7029164,"Sodium 1,4-diisobutyl sulfosuccinate"
DTXSID40745448,PUBCHEM_71308272
DTXSID2029298,"Dodecanol, ethoxylated, monoether with sulfuric acid, sodium salt"
DTXSID90109031,"Fatty acids, C6-10, tetraesters with sorbitan"
DTXSID0035952,"Sucrose, octanoate"
DTXSID1032484,Temephos
DTXSID2034960,Thiabendazole hypophosphite
DTXSID2021446,Xylenes
DTXSID7024035,"2,4-Dichlorophenoxybutyric acid"
DTXSID8034297,Acequinocyl
DTXSID2020555,Edifas B
DTXSID3047500,Copper citrate
DTXSID2021941,2-(2-Ethoxyethoxy)ethanol
DTXSID7034549,Dinotefuran
DTXSID6034390,Disodium octaborate
DTXSID9034781,Oil of eucalyptus
DTXSID8034588,Famoxadone
DTXSID2034590,Fenamidone
DTXSID5034303,Fluroxypyr-meptyl
DTXSID7034753,Foramsulfuron
DTXSID1034634,Forchlorfenuron
DTXSID2024115,Formic acid
DTXSID1034501,gamma-Cyhalothrin
DTXSID3034662,Imazalil sulfate
DTXSID0034271,Imazapic ammonium salt
DTXSID7023192,Lactic acid
DTXSID0042088,Lauryl sulfate
DTXSID6034712,Mesosulfuron-methyl
DTXSID7021940,1-Octanol
DTXSID0022010,cis-Oleyl alcohol
DTXSID0034803,Penoxsulam
DTXSID0034227,Icaridin
DTXSID8034877,Pyrimethanil
DTXSID2034887,Sabadilla alkaloids
DTXSID901018754,Silicones
DTXSID3029736,"Carbonic acid disodium salt, compd. with hydrogen peroxide (H2O2) (2:3)"
DTXSID1034929,Spiromesifen
DTXSID8024317,Terbacil
DTXSID8040222,Trifloxysulfuron-sodium
DTXSID0021969,4-Hydroxy-3-methoxybenzaldehyde
DTXSID7050402,Ammonium citrate (1:1)
DTXSID30872954,Dichromic acid
DTXSID2034465,Clothianidin
DTXSID0027983,Dipropylene glycol monomethyl ether
DTXSID8034611,Flonicamid
DTXSID2034627,Fluroxypyr
DTXSID3024108,Flurprimidol
DTXSID0025363,Glycolic acid
DTXSID3032620,Hexaflumuron
DTXSID5052250,Isobornyl acrylate
DTXSID3032412,Imazamethabenz methyl ester
DTXSID5034270,Imazapic
DTXSID8034665,Imazapyr
DTXSID9020792,Maleic hydrazide
DTXSID9045138,1-(3-Chlorophenyl)piperazine
DTXSID8020913,Naphthalene
DTXSID9033971,Sesame oil
DTXSID6027397,"Sorbitan, mono-(9Z)-9-octadecenoate"
DTXSID00897396,Tioxazafen-streptomyces lydicus mixt.
DTXSID6032645,Sulfentrazone
DTXSID7034961,Thiacloprid
DTXSID6035524,(Z)-Dodec-9-enyl acetate
DTXSID7034387,Boric oxide
DTXSID4032536,Cyphenothrin
DTXSID2034542,Dimethenamid-P
DTXSID2032392,Fenoxaprop-ethyl
DTXSID9020663,Glycerol
DTXSID6040373,Metaflumizone
DTXSID4022448,Metolachlor
DTXSID1058391,Milbemectin
DTXSID6034762,Nicarbazin
DTXSID5021097,Oxytetracycline hydrochloride
DTXSID7074618,Octaneperoxoic acid
DTXSID5029635,Potassium silicate
DTXSID9049588,Ammonium (lauryloxypolyethoxy)ethyl sulfate
DTXSID3058614,Spinetoram
DTXSID6034928,Spirodiclofen
DTXSID4034940,Sulfosulfuron
DTXSID5024344,Tri-allate
DTXSID5024394,Acetic acid
DTXSID0039229,Acrylic acid
DTXSID6030992,Chitosan
DTXSID2044345,Chlorantraniliprole
DTXSID4047672,Flubendiamide
DTXSID7034624,Fluopicolide
DTXSID4058075,Mandipropamid
DTXSID4034738,Metofluthrin
DTXSID4034788,Orthosulfamuron
DTXSID4035251,Silver chloride
DTXSID7035222,Monosodium phosphate
DTXSID7044342,Spirotetramat
DTXSID1027263,Pentyl acetate
DTXSID2044185,Proteinase from B. Subtilis
DTXSID9034492,Cyazofamid
DTXSID2058128,Difenacoum
DTXSID2034625,Fluoxastrobin
DTXSID4034497,Metconazole
DTXSID4034782,Oil of geranium
DTXSID9034783,Oil of lemongrass
DTXSID9027863,Polypropylene glycol
DTXSID0036766,(+)-(S)-Abscisic acid
DTXSID4029698,Sodium persulfate
DTXSID40883177,Sorbitol octanoate
DTXSID8034956,Tetraconazole
DTXSID5027069,2-Methyl-1-butanol
DTXSID5032313,3-Chloro-4-methylbenzenamine hydrochloride
DTXSID6026824,1-Butanethiol
DTXSID0020234,Calcium acetate
DTXSID5027774,Ethylenediaminetetraacetic acid ferric sodium salt
DTXSID6093706,Fish oil
DTXSID0042038,Heptyl butyrate
DTXSID0020737,Indole
DTXSID8034823,Pinoxaden
DTXSID9058072,Saflufenacil
DTXSID0051449,Thyme oil
DTXSID6041503,Tralopyril
DTXSID8024101,Tribenuron-methyl
DTXSID2026238,Trimethylamine
DTXSID0032655,Triticonazole
DTXSID5041194,(Z)-9-Hexadecenal
DTXSID5020605,2-Ethyl-1-hexanol
DTXSID6049644,Hydroxypropyl guar gum
DTXSID60864286,3-Decen-2-one
DTXSID2049848,Alcohol alkoxylate
DTXSID7041201,alpha-Cypermethrin
DTXSID2025218,Polyoxyethylene dodecyl mono ether
DTXSID2058203,Ametoctradin
DTXSID0074683,Aminocyclopyrachlor
DTXSID0023872,Ammonia
DTXSID3051387,Ammonium nonanoate
DTXSID6050469,Attapulgite
DTXSID70897363,Aureobasidium pullulans
DTXSID3057987,Benzobicyclon
DTXSID7020182,Bisphenol A
DTXSID7042196,Butyl lactate
DTXSID5030955,Camphor
DTXSID5034519,"D-Gluconic acid, compd with N,N''-bis(4-chlorophenyl)-3,12-diimino-2,4,11,13-tetraazatetradecanediimidamide (2:1)"
DTXSID4020325,Choline chloride
DTXSID8044175,Clove leaf oil
DTXSID20694061,Copper Pyrithione
DTXSID3047712,Cornmint oil
DTXSID2058174,Cyantraniliprole
DTXSID30431727,Cyflufenamid
DTXSID8058089,Cyflumetofen
DTXSID9035175,Kinetin
DTXSID9035206,Diallyl disulfide
DTXSID3021932,Diethanolamine
DTXSID00893116,Nitrogen tetroxide
DTXSID6022977,Ethylenediaminetetraacetic acid
DTXSID2057994,Ethaboxam
DTXSID6022000,Ethanolamine
DTXSID4040476,Fenazaquin
DTXSID2074742,Fenpyrazamine
DTXSID3034610,Flazasulfuron
DTXSID7044340,Florasulam
DTXSID7032551,Fluazinam
DTXSID1058054,Fluensulfone
DTXSID8058166,Flumethrin
DTXSID2032554,Flumiclorac-pentyl
DTXSID9058151,Fluopyram
DTXSID10872811,Flupyradifurone
DTXSID8040727,Flutriafol
DTXSID6058215,Fluxapyroxad
DTXSID0034930,Fosthiazate
DTXSID5041223,Diacetain glycerol
DTXSID4051871,"2,2'-(Oxybis(methylene))bisoxirane"
DTXSID3020675,Guar gum
DTXSID3036737,Hypochlorous acid
DTXSID2057946,Imazosulfuron
DTXSID0058223,Indaziflam
DTXSID2034673,Iodosulfuron-methyl-sodium
DTXSID7034674,Ipconazole
DTXSID50893848,Isofetamid
DTXSID0026838,Isopropyl tetradecanoate
DTXSID2040739,Kasugamycin hydrochloride
DTXSID1020514,"N,N-Dimethyldodecylamine-N-oxide"
DTXSID20894968,Mandestrobin
DTXSID7032424,Mesotrione
DTXSID30895800,"5-(((2,6-Difluorophenyl)methoxy)methyl)-4,5-dihydro-5-methyl-3-(3-methyl-2-thienyl)isoxazole"
DTXSID5025607,Methyleugenol
DTXSID2027204,Methyl isothiocyanate
DTXSID9034737,Metiram
DTXSID9058020,Metrafenone
DTXSID90897320,Momfluorothrin
DTXSID6021163,Natamycin
DTXSID7020974,Nitrogen dioxide
DTXSID0034774,Noviflumuron
DTXSID2035308,Japonilure
DTXSID40897294,Oil of sassafras
DTXSID30893604,Oxathiapiprolin
DTXSID9058107,Penflufen
DTXSID6058005,Penthiopyrad
DTXSID9047542,Picoxystrobin
DTXSID1040611,Silwet L 77
DTXSID6027715,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy-"
DTXSID0041939,Ethoxylated C16-?18 alcohols
DTXSID3031949,Polysorbate 20
DTXSID30891988,Polysorbate 65
DTXSID0041222,Potassium citrate
DTXSID6042317,Potassium hypochlorite
DTXSID801016600,Prohydrojasmon
DTXSID5029217,1-Propoxy-2-propanol
DTXSID4034869,Prothioconazole
DTXSID8034875,Pyridalyl
DTXSID6058057,Pyrifluquinazon
DTXSID8058162,Pyriofenone
DTXSID4058104,Pyroxasulfone
DTXSID7044344,Pyroxsulam
DTXSID7026368,Salicylic acid
DTXSID2058207,Sedaxane
DTXSID0029684,Sodium metabisulfite
DTXSID9036307,Pentasodium triphosphate
DTXSID0074687,Methyl[1-(2-trifluoromethylpyridin-5-yl)ethyl]-N-cyanosulfoximine
DTXSID10897322,Tagetes minuta flower oil
DTXSID701009793,Tamarind seed gum
DTXSID5047037,Tembotrione
DTXSID3024318,Terbutryn
DTXSID0058275,Thiencarbazone-methyl
DTXSID3034531,Thiophanate
DTXSID6057952,Tolfenpyrad
DTXSID0034722,Topramezone
DTXSID9034997,Tributyltetradecylphosphonium chloride
DTXSID30894797,Triclopyr choline
DTXSID5041144,Triptolide
DTXSID60101688,Wintergreen Oil
DTXSID60888987,"7-Tetradecen-2-one, (7Z)-"
DTXSID7035012,Zinc
DTXSID9032581,Zoxamide
DTXSID90895806,Dimethylamine-epichlorohydrin-ethylenediamine polyme
DTXSID1041346,"2,4-D-ethyl ester"
DTXSID4027496,"2,4-D sodium salt"
DTXSID7023853,Acifluorfen-sodium
DTXSID60110078,Acriflavine
DTXSID0022563,Albendazole
DTXSID6023862,Aldoxycarb
DTXSID3020043,Allantoin
DTXSID4026501,alpha-Pinene
DTXSID3048863,Altrenogest
DTXSID2045442,Ambroxolhydrochloride
DTXSID1023869,Ametryn
DTXSID3034329,Amicarbazone
DTXSID10701874,N-[2-(2-Aminoethoxy)ethenyl]glycine
DTXSID5021336,Theophylline
DTXSID2034330,Aminopyralid
DTXSID0020076,Amitrole
DTXSID6050122,"Phosphoric acid, ammonium salt (1:x)"
DTXSID9020083,Ampicillin trihydrate
DTXSID0045547,Amprolium hydrochloride
DTXSID6044357,(4-Methoxyphenyl)methanol
DTXSID5040598,R-(-)-Apomorphine hydrochloride
DTXSID5020108,Aspirin
DTXSID8023890,Asulam
DTXSID1034420,Asulam-sodium
DTXSID2048583,Atipamezole hydrochloride
DTXSID40891398,Avilamycin
DTXSID3041613,Azaconazole
DTXSID2034205,Azafenidin
DTXSID9034818,Azamethiphos
DTXSID2045361,Azaperone
DTXSID8041614,Azimsulfuron
DTXSID00858760,Zinc-bacitracin
DTXSID0057596,"Balsams, peru"
DTXSID3041619,Benalaxyl
DTXSID9045922,Benazepril hydrochloride
DTXSID0023901,Bentazone
DTXSID5058193,Benzofenap
DTXSID6024591,Benzoyl peroxide
DTXSID6052871,beta-Cypermethrin
DTXSID3022667,Betamethasone
DTXSID8022668,Betamethasone acetate
DTXSID7022673,Betamethasone valerate
DTXSID2034382,Bioresmethrin
DTXSID6024622,Bismuth subsalicylate
DTXSID0058013,Bistrifluron
DTXSID2037502,Bitertanol
DTXSID0045886,Bromhexine hydrochloride
DTXSID7029162,"3-Bromo-1-chloro-5,5-dimethylhydantoin"
DTXSID1034397,Bromopropylate
DTXSID3022162,Bromoxynil
DTXSID9032531,Bromuconazole
DTXSID6041688,Bupirimate
DTXSID30218712,Buserelin acetate
DTXSID9034365,Butafenacil
DTXSID3032337,Butralin
DTXSID0057968,Butroxydim
DTXSID8062153,Butyl salicylate
DTXSID7037505,Cadusafos
DTXSID0020232,Caffeine
DTXSID5046938,"Caffeine, citrated"
DTXSID7041756,Carbetamide
DTXSID5023950,Carbosulfan
DTXSID40194957,Carnidazole
DTXSID3022744,Carnitine
DTXSID1045871,Carprofen
DTXSID9022780,Cephalexin
DTXSID5037028,Hexadecyltrimethylammonium bromide
DTXSID7034250,Chlorfenvinphos
DTXSID5041772,Chlorfluazuron
DTXSID7047144,Chlorhexidine dihydrochloride
DTXSID7093662,Chlorophylls
DTXSID2041547,6-Chlorothymol
DTXSID4020321,Chlorpheniramine maleate
DTXSID6032352,Chlorpyrifos-methyl
DTXSID80976471,2-Butoxy-N-[2-(diethylamino)ethyl]quinoline-4-carboximidic acid--hydrogen chloride (1/1)
DTXSID3034456,Cinmethylin
DTXSID6046555,Climbazole
DTXSID6032354,Clodinafop-propargyl
DTXSID3042633,Clomipramine hydrochloride
DTXSID3041794,Cloquintocet-mexyl
DTXSID8045488,Clorsulon
DTXSID6040662,Closantel
DTXSID7029871,Clotrimazole
DTXSID40892188,Cod liver oil
DTXSID30208951,Cupric citrate hemipentahydrate
DTXSID8040808,Adrenocorticotropic hormone
DTXSID8041799,Coumatetralyl
DTXSID0025941,Polyvinylpyrrolidone
DTXSID1023990,Cyanazine
DTXSID0020365,Cyclosporin A
DTXSID0032601,Cyproconazole
DTXSID8022876,L-Cysteine
DTXSID5024001,Dalapon-sodium
DTXSID9020328,Danthron
DTXSID60160018,Delmadinone acetate
DTXSID6022894,Deoxycorticosterone acetate
DTXSID8046036,Desoxycorticosterone pivalate
DTXSID4045975,Deracoxib
DTXSID7048661,Detomidine hydrochloride
DTXSID3020384,Dexamethasone
DTXSID3022906,Dexpanthenol
DTXSID60872346,Dextromethorphan hydrobromide
DTXSID1041845,Diafenthiuron
DTXSID2046200,Diaveridine
DTXSID4020406,Diazepam
DTXSID5041851,Dichlofluanid
DTXSID6021824,Dichlorophen
DTXSID0020440,Dichlorprop
DTXSID0034851,Dichlorprop-P
DTXSID5041013,Dicyclanil
DTXSID4045555,Diethylcarbamazine citrate
DTXSID2046599,Difloxacin hydrochloride
DTXSID4041494,Diflufenican
DTXSID7060962,"Acetic acid, dichloro-, compd. with N-(1-methylethyl)-2-propanamine (1:1)"
DTXSID8041874,Dimethirimol
DTXSID1044807,Dimethyl nonanedioate
DTXSID8061925,"Heptanedioic acid, dimethyl ester"
DTXSID4043937,Dimethyl sulfone
DTXSID2021735,Dimethyl sulfoxide
DTXSID2040363,Diniconazole
DTXSID3040352,Dinocap
DTXSID4020537,Diphenhydramine hydrochloride
DTXSID1048621,Tiludronate disodium
DTXSID8040270,Dithianon
DTXSID1045116,Domperidone
DTXSID9048982,Doramectin
DTXSID60991081,"1-Ethyl-4-[2-(morpholin-4-yl)ethyl]-3,3-diphenylpyrrolidin-2-one--hydrogen chloride--water (1/1/1)"
DTXSID30274050,(+)-cis-Phenothrin
DTXSID6025226,Econazole nitrate
DTXSID50165799,Emodepside
DTXSID30896796,Enalapril maleate
DTXSID7024081,Endothal
DTXSID1045619,Enrofloxacin
DTXSID1045825,Ephedrine hydrochloride
DTXSID1040372,Epoxiconazole
DTXSID8037542,Eprinomectin
DTXSID3057858,Epsiprantel
DTXSID4022991,Erythromycin
DTXSID9034573,Ethametsulfuron-methyl
DTXSID1023992,Cyanogen
DTXSID5020576,17alpha-Ethinylestradiol
DTXSID2024086,Ethion
DTXSID6046264,Ethopabate
DTXSID1057951,Ethoxysulfuron
DTXSID6029127,Ethyl lactate
DTXSID6023024,Ethylestrenol
DTXSID9020615,Etodolac
DTXSID4020616,"1,8-Cineol"
DTXSID6046898,Febantel
DTXSID0040672,Fenbendazole
DTXSID4032613,Fenitrothion
DTXSID8020620,Fenthion
DTXSID8020622,Ferric chloride
DTXSID6047600,Iron(III) pyrophosphate
DTXSID30893846,Ferric subsulfate
DTXSID4040478,Ferrous gluconate
DTXSID40870188,"3-(Cyclopropylmethoxy)-4-[4-(methanesulfonyl)phenyl]-5,5-dimethylfuran-2(5H)-one"
DTXSID8040353,Flamprop-methyl
DTXSID4058445,Flamprop-M-methyl
DTXSID90891348,Bambermycin
DTXSID1058212,Flocoumafen
DTXSID9045500,Florfenicol
DTXSID1046556,Fluazuron
DTXSID8023058,Flubendazole
DTXSID1041978,Flufenoxuron
DTXSID6046210,Flurogestone acetate
DTXSID2045365,Flumethasone
DTXSID4032615,Flumetsulam
DTXSID0040674,Fluocinolone acetonide
DTXSID8020628,Fluometuron
DTXSID9066837,Fluopropanate-sodium
DTXSID5057965,Fluquinconazole
DTXSID3024235,Flusilazole
DTXSID6020648,Furosemide
DTXSID4047543,Furalaxyl
DTXSID3052725,Furathiocarb
DTXSID0023086,Fusidic acid
DTXSID6021084,gamma-Oryzanol
DTXSID5050501,Gelatin
DTXSID1023100,L-Glutamine
DTXSID9020667,Glycine
DTXSID2048165,Glycopyrrolate
DTXSID5034939,Glyphosate-trimesium
DTXSID5036769,Pregnant mare serum gonadotropin
DTXSID5023114,Guaifenesin
DTXSID50894799,Guazatine acetates (1:x)
DTXSID4025371,Halothane
DTXSID8058249,Haloxyfop-P-methyl
DTXSID90885262,"2-Propen-1-one, 1-[4-[[6-O-(6-deoxy-.alpha.-L-mannopyranosyl)-.beta.-D-glucopyranosyl]oxy]-2-hydroxy-6-methoxyphenyl]-3-(3-hydroxy-4-methoxyphenyl)-, (2E)-"
DTXSID4034653,Hexaconazole
DTXSID6020692,Methenamine
DTXSID1045297,Hexetidine
DTXSID7058759,1H-Imidazole-4-ethanamine phosphate (1:2)
DTXSID00208089,L-Histidine hydrochloride monohydrate
DTXSID7020714,Hydrocortisone
DTXSID8057853,Ibafloxacine
DTXSID1025439,Ichthammol
DTXSID3034664,Imazamox
DTXSID7046912,Imidapril hydrochloride
DTXSID4046604,Imidocarb dipropionate
DTXSID8022161,Ioxynil
DTXSID8042054,Ioxynil octanoate
DTXSID7022413,Isoeugenol
DTXSID3020752,Isoflurane
DTXSID1047441,L-Isoleucine
DTXSID5034723,Isoxaflutole
DTXSID1045328,Isoxsuprine hydrochloride
DTXSID40973941,2-Hydroxypropanoic acid--4-{1-hydroxy-2-[(1-phenoxypropan-2-yl)amino]propyl}phenol (1/1)
DTXSID7040235,Ivermectin
DTXSID701003945,"2,3-Dihydroxybutanedioic acid--3-{2-[4-(4-fluorobenzoyl)piperidin-1-yl]ethyl}-2-hydroxyquinazolin-4(3H)-one (1/1)"
DTXSID6020771,Ketoprofen
DTXSID9045895,Lasalocid sodium
DTXSID10274073,Lead acetate
DTXSID90185890,Levamisole phosphate
DTXSID1045166,Lidocaine
DTXSID2025507,Linseed oil
DTXSID2095813,"Linseed oil, polymd."
DTXSID8047505,"3,3',5-Triiodo-l-thyronine sodium salt"
DTXSID20187988,(L)-Ornithine 2-oxoglutarate
DTXSID5034357,Lufenuron
DTXSID4048983,Maduramicin ammonium
DTXSID6045296,Mafenide hydrochloride
DTXSID0027640,Malic acid
DTXSID4046600,Marbofloxacin
DTXSID2034700,MCPA-sodium
DTXSID4024193,MCPB
DTXSID4040682,Mebendazole
DTXSID0048559,Meclofenamic acid
DTXSID3045691,Medetomidine hydrochloride
DTXSID0025527,Medroxyprogesterone acetate
DTXSID6037564,Mefenpyr-diethyl
DTXSID9040683,Megestrol acetate
DTXSID90237545,Melaminylthioarsenate
DTXSID1022421,Melatonin
DTXSID1020803,Meloxicam
DTXSID9042122,Mepiquat
DTXSID4031566,Mepivicaine hydrochloride
DTXSID5042584,Metergoline
DTXSID0037570,Methabenzthiazuron
DTXSID6023286,Methocarbamol
DTXSID4058314,Methoxyethylmercury acetate
DTXSID2025555,Methoxyethyl mercury chloride
DTXSID5026889,Methyl dodecanoate
DTXSID7020843,Methyl linoleate
DTXSID5027019,Methyl tetradecanoate
DTXSID4029149,Methyl hexadecanoate
DTXSID4040769,Methyl pentadecanoate
DTXSID2047640,Methyl stearate
DTXSID5032440,N-Methylneodecanamide
DTXSID7023302,Methylprednisolone acetate
DTXSID1033664,17-Methyltestosterone
DTXSID9047544,Metosulam
DTXSID2020892,Metronidazole
DTXSID6023864,Metsulfuron-methyl
DTXSID2032683,Mevinphos
DTXSID50996767,(±)-Miconazole nitrate
DTXSID4058495,Milbemycin oxime
DTXSID4023333,Mometasone furoate
DTXSID5058222,Sulfiram
DTXSID2045575,Morantel tartrate
DTXSID3041243,"N-(3-Aminopropyl)-N-dodecylpropane-1,3-diamine"
DTXSID2042193,Naftalofos
DTXSID6032437,Naptalam
DTXSID2046707,Narasin
DTXSID6029383,"Amines, N-coco alkyltrimethylenedi-"
DTXSID70892934,"Diazene, 1-?cyclohexyl-?2-?hydroxy-?, 1-?oxide, potassium salt (1:1)"
DTXSID3058292,Nitenpyram
DTXSID5020944,Nitrofurazone
DTXSID5037579,Nitrothal-isopropyl
DTXSID0027644,"N-Oleyl-1,3-propanediamine"
DTXSID0023379,Norethandrolone
DTXSID4040688,Nystatin
DTXSID1025302,Octinoxate
DTXSID9022998,Estradiol benzoate
DTXSID8023000,Estradiol dipropionate
DTXSID8023004,Estradiol valerate
DTXSID9022366,Estriol
DTXSID6021080,Omeprazole
DTXSID4037580,Omethoate
DTXSID7046201,Orbifloxacin
DTXSID8052489,Oxabentrinil
DTXSID8058085,Oxadiargyl
DTXSID2032631,Oxadixyl
DTXSID9044112,Oxfendazole
DTXSID5045625,Oxibendazole
DTXSID3022405,2-Hydroxy-4-methoxybenzophenone
DTXSID8034792,Oxycarboxin
DTXSID50177312,Oxyclozanide
DTXSID2032342,Chinomethionate
DTXSID8021199,Pebulate
DTXSID2044183,Pectin
DTXSID8042260,Penconazole
DTXSID3042261,Pencycuron
DTXSID701001537,"N-(2-{[2-(Diethylamino)ethoxy]carbonyl}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptan-6-yl)-2-phenylethanimidic acid--hydrogen iodide (1/1)"
DTXSID30950620,Ethyl 1-methyl-4-phenylpiperidine-4-carboxylate--hydrogen chloride (1/1)
DTXSID0021125,Phenolphthalein
DTXSID9021976,2-Phenoxyethanol
DTXSID6044569,Phenylmercury nitrate
DTXSID3021483,Phenylacetaldehyde
DTXSID7021150,Phenylmercuric acetate
DTXSID2025896,Phenylpropanolamine hydrochloride
DTXSID8020541,"5,5-Diphenylhydantoin"
DTXSID2023775,Diphenylhydantoin sodium
DTXSID8023470,Phthalylsulfathiazole
DTXSID1021160,Picloram
DTXSID3039406,Picloram isooctyl ester
DTXSID8044339,Picolinafen
DTXSID8048280,Pimobendan
DTXSID1032569,Pirimicarb
DTXSID0024266,Pirimiphos-methyl
DTXSID8034829,Polyquaternium-42
DTXSID10188520,Luprolite acetate
DTXSID3023502,Prednisolone acetate
DTXSID8023503,Prednisolone sodium succinate
DTXSID1044435,Procaine hydrochloride
DTXSID4024270,Prochloraz
DTXSID3058458,Prochloraz-manganese
DTXSID9033923,Procymidone
DTXSID5057969,Profoxydim
DTXSID4024274,Propachlor
DTXSID2023519,Propantheline bromide
DTXSID8057934,Propaquizafop
DTXSID3021196,Propazine
DTXSID4045189,Propentofylline
DTXSID1052741,Propineb
DTXSID6023523,Propofol
DTXSID1058008,Proquinazid
DTXSID3058119,Prosulfocarb
DTXSID9034868,Prosulfuron
DTXSID8042349,Prothiofos
DTXSID4058493,Pyraclofos
DTXSID2044343,Pyrasulfotole
DTXSID5022019,"Secobarbital, sodium salt"
DTXSID50859000,Quinine sulfate (2:1)
DTXSID9023889,Quizalofop-ethyl
DTXSID0034857,Quizalofop-P-ethyl
DTXSID3058290,Quizalofop-P-tefuryl
DTXSID1046471,Ractopamine hydrochloride
DTXSID1045906,Ramifenazone
DTXSID8023551,Ramipril
DTXSID7021237,Reserpine
DTXSID80216102,Romifidine hydrochloride
DTXSID6045400,Ronidazole
DTXSID9034785,Oil of rosemary
DTXSID3022326,Rutin
DTXSID1030604,Abscisic acid
DTXSID6045903,Selamectin
DTXSID8046614,Sevoflurane
DTXSID6035784,(7S)-Hydroprene
DTXSID5052751,Silicon carbide
DTXSID4048646,Sulfadiazine silver
DTXSID7021996,Sodium propionate
DTXSID6045402,Spiramycin
DTXSID1034212,Spiroxamine
DTXSID3044128,Stanozolol
DTXSID7044130,Sulfadiazine
DTXSID6023608,Sulfadoxine
DTXSID8042424,Sulfaquinoxaline
DTXSID8026068,Sulfathiazole
DTXSID20177829,Sulfatroxazole
DTXSID8023632,L-Tartaric acid
DTXSID3021304,l-Taurine
DTXSID0034223,Tebufenpyrad
DTXSID5032577,Tefluthrin
DTXSID7034252,Tepraloxydim
DTXSID2022254,Terbufos
DTXSID30161855,Testosterone 17-cyclohexanecarboxylate
DTXSID9036515,Testosterone propionate
DTXSID6021321,Tetracycline hydrochloride
DTXSID7021316,Tetradifon
DTXSID4058289,Tetramethrin [(1R)-trans isomer]
DTXSID00932291,"Disodium 2,2'-{[(4-carbamoylphenyl)arsanediyl]disulfanediyl}diacetate"
DTXSID1024124,Thifensulfuron methyl
DTXSID20152651,(R)-Lipoic acid
DTXSID9042469,Thiometon
DTXSID1021744,Thiopental sodium
DTXSID5040625,Thiostrepton
DTXSID10209941,Sodium L-thyroxine pentahydrate
DTXSID3021352,Titanium dioxide
DTXSID0034776,Tolclofos-methyl
DTXSID1045409,Tolfenamic acid
DTXSID90219063,Toltrazuril
DTXSID8042478,Tolylfluanid
DTXSID3045350,Tranexamic acid
DTXSID4046812,Transfluthrin
DTXSID2046626,Trenbolone acetate
DTXSID6021371,Triamcinolone acetonide
DTXSID0024345,Triasulfuron
DTXSID40872506,Tributyl stannane mono(naphthenoyloxy) derivs.
DTXSID7023699,Trichlormethiazide
DTXSID0032497,Triclopyr
DTXSID3041376,Tridemorph
DTXSID5034355,Triflumuron
DTXSID6026248,Tripelennamine hydrochloride
DTXSID60274184,Tulathromycin
DTXSID3043996,Tylosin
DTXSID0041147,Uridine 5'-triphosphate
DTXSID5049077,Quadrisol
DTXSID7024376,Vernolate
DTXSID40880080,Virginiamycin
DTXSID40274167,zeta-Cypermethrin
DTXSID5021465,Zineb
DTXSID3020095,Anthraquinone
DTXSID2021781,Dibutyl phthalate
DTXSID7021784,Salicylanilide
DTXSID7021106,Pentachlorophenol
DTXSID5021386,"2,4,6-Trichlorophenol"
DTXSID1020805,dl-Menthol
DTXSID5047116,(-)-Isopulegol
DTXSID0023113,2-Methoxyphenol
DTXSID4022527,Propylparaben
DTXSID3020209,Butylparaben
DTXSID4025292,"2-Ethyl-1,3-hexanediol"
DTXSID6020147,"1,2,3-Benzotriazole"
DTXSID4020664,"3-Chloro-1,2-propanediol"
DTXSID4022529,Methylparaben
DTXSID30861707,"Tri(2-methyl-2,4-pentanediol)biborate"
DTXSID4026214,Triclocarban
DTXSID9026689,"1,1',1'',1'''-(Ethanediylnitrilo)tetrakis(2-propanol)"
DTXSID0049028,Chlorphenesin
DTXSID4020086,Anethole
DTXSID3026726,Citronellol
DTXSID3041790,Citronellal
DTXSID9041788,Cinerin II
DTXSID4034499,Pyrethrin I
